City_ID,City,Cloudiness,Country,Date,Humidity,Latitude,Longitude,Max Temp,Wind Speed
367,Kumul,47,CN,1579151615,81,42.8,93.45,20.95,0.07
368,Montevideo,75,UY,1579151615,48,-34.83,-56.17,68.0,13.87
369,Badarwas,99,IN,1579151615,74,24.97,77.57,64.42,10.47
370,Lavrentiya,100,RU,1579151615,91,65.58,-171.0,17.83,8.5
371,Sao Joao da Barra,14,BR,1579151615,91,-21.64,-41.05,74.68,11.63
372,Wichian Buri,0,TH,1579151616,28,15.66,101.11,95.7,1.36
373,Taoudenni,100,ML,1579151616,28,22.68,-3.98,57.83,12.41
374,Marzuq,58,YE,1579151616,27,14.4,46.47,54.88,9.8
375,Srednekolymsk,100,RU,1579151616,97,67.45,153.68,-17.93,10.69
376,Tambo,100,PE,1579151616,62,-14.8,-73.92,54.05,2.73
377,Kpalime,29,TG,1579151616,38,6.9,0.63,73.17,2.19
378,Bowen,75,AU,1579151617,55,-20.02,148.23,89.6,10.29
379,Puerto Leguizamo,78,CO,1579151617,96,-0.19,-74.78,71.1,1.68
380,'Ewa Beach,90,US,1579151617,83,21.32,-158.01,77.0,3.36
381,Miles City,1,US,1579151617,76,46.41,-105.84,-5.8,11.41
382,Kununurra,2,AU,1579151617,42,-15.77,128.73,98.6,9.17
383,Nome,1,US,1579151617,85,64.5,-165.41,19.4,19.46
384,Qui Nhon,88,VN,1579151537,68,13.77,109.23,80.22,4.65
385,Lamu,44,KE,1579151618,81,-2.27,40.9,81.57,19.48
386,Vestmanna,66,FO,1579151618,70,62.16,-7.17,42.8,14.99
387,Zima,100,RU,1579151618,87,53.92,102.04,11.07,4.92
388,Biritiba-Mirim,55,BR,1579151618,88,-23.57,-46.04,77.0,1.12
389,Bardiyah,100,LY,1579151618,87,31.76,25.09,58.89,16.15
390,Ukhta,100,RU,1579151618,98,63.57,53.68,33.3,9.04
391,Kidal,15,ML,1579151618,24,18.44,1.41,53.53,17.43
392,Ayacucho,99,PE,1579151619,92,-13.16,-74.22,45.16,3.22
393,Chetwayi,67,IN,1579151619,58,10.53,76.05,84.2,5.82
394,Kirkwall,18,GB,1579151619,81,58.98,-2.96,42.8,24.16
395,Redmond,75,US,1579151013,65,47.67,-122.12,45.0,17.22
396,Staroye Drozhzhanoye,100,RU,1579151619,91,54.73,47.57,33.13,22.64
397,Gidam,2,IN,1579151619,37,18.98,81.4,80.33,4.41
398,Poya,46,NC,1579151619,84,-21.35,165.15,77.32,23.22
399,Basudebpur,2,IN,1579151620,30,21.14,86.74,81.05,6.51
400,Gatton,75,AU,1579151620,65,-27.55,152.28,80.6,10.29
401,Werda,0,BW,1579151620,38,-25.27,23.28,80.94,5.35
402,Villa Maria,83,AR,1579151620,88,-32.41,-63.24,57.0,1.99
403,Mpika,84,ZM,1579151620,89,-11.83,31.45,68.52,3.09
404,Chulman,99,RU,1579151620,98,56.85,124.91,-2.27,2.24
405,Nouakchott,100,MR,1579151620,19,18.09,-15.98,60.8,9.17
406,Golden,1,US,1579151398,51,39.76,-105.22,32.0,13.87
407,Casma,75,CL,1579151621,81,-41.01,-73.12,50.0,11.41
408,Frontera,100,MX,1579151621,84,26.93,-101.45,67.1,2.91
409,Chernyshevskiy,99,RU,1579151621,95,63.01,112.47,-0.09,7.99
410,Chase,90,CA,1579151621,83,50.82,-119.69,-4.0,2.24
411,Kichera,100,RU,1579151621,95,55.94,110.1,8.98,4.45
412,Karagay,100,RU,1579151621,100,58.27,54.94,35.73,12.21
413,Alta Floresta,24,BR,1579151393,95,-9.88,-56.09,71.37,1.83
414,Keokuk,1,US,1579151622,78,40.4,-91.38,26.01,20.8
415,Demba,100,CD,1579151622,94,-5.51,22.27,72.99,3.44
416,Tanabi,69,BR,1579151622,69,-20.63,-49.65,80.6,2.24
417,Sampit,86,ID,1579151622,65,-2.53,112.95,88.25,3.56
418,Yumen,43,CN,1579151622,44,40.28,97.2,26.78,2.37
419,Assiniboia,18,CA,1579151622,91,49.63,-105.98,-23.12,5.41
420,Voznesenye,90,RU,1579151623,87,61.01,35.48,37.65,12.44
421,Thunder Bay,90,CA,1579151623,85,48.4,-89.32,14.0,3.36
422,Valdivia,0,CL,1579151332,71,-39.81,-73.25,51.8,5.82
423,Luanda,40,AO,1579151623,83,-8.84,13.23,78.8,2.24
424,Alyangula,16,AU,1579151623,50,-13.85,136.42,95.0,8.05
425,Nikel,90,RU,1579151623,79,69.41,30.22,23.0,11.41
426,Taksimo,99,RU,1579151623,93,56.34,114.88,-9.22,2.53
427,Grindavik,75,IS,1579151624,91,63.84,-22.43,35.6,14.99
428,Prien,90,US,1579151624,100,30.18,-93.27,69.8,4.7
429,Aktobe,90,KZ,1579151624,85,50.28,57.21,23.0,15.66
430,Lumberton,1,US,1579151624,93,34.62,-79.01,62.6,3.36
431,Mehamn,100,NO,1579151624,68,71.04,27.85,26.6,16.11
432,Pitsunda,40,GE,1579151624,64,43.16,40.34,37.4,13.42
433,Nautla,28,MX,1579151624,91,20.22,-96.78,66.31,2.39
434,Juba,0,SS,1579151625,34,4.85,31.58,87.28,5.06
435,Saint-Leu,57,RE,1579151625,66,-21.15,55.28,86.0,5.82
436,Coyhaique,75,CL,1579151625,61,-45.58,-72.07,46.4,2.24
437,Impfondo,92,CG,1579151625,55,1.64,18.07,78.26,1.86
438,Longyan,96,CN,1579151625,76,25.11,117.02,61.29,2.01
439,Anadyr,90,RU,1579151626,96,64.75,177.48,32.0,29.08
440,Abu Samrah,87,SY,1579151626,71,35.3,37.18,42.89,10.18
441,Barcelos,90,PT,1579151626,82,41.54,-8.62,59.0,23.04
442,Nueve de Julio,0,AR,1579151626,56,-35.44,-60.88,60.01,1.01
443,Torbay,90,CA,1579151626,85,47.67,-52.73,19.0,5.82
444,San Miguelito,20,PA,1579151366,83,9.03,-79.5,81.0,3.36
445,Vila Velha,75,BR,1579151627,88,-20.33,-40.29,75.99,2.24
446,Petropavlovsk-Kamchatsky,4,RU,1579151627,52,53.05,158.65,19.4,4.47
447,Woodstock,90,CA,1579151563,80,43.13,-80.75,35.6,8.05
448,Deniliquin,0,AU,1579151627,43,-35.53,144.97,78.01,15.99
449,Yar-Sale,100,RU,1579151627,93,66.83,70.83,9.54,16.75
450,Mount Isa,15,AU,1579151627,11,-20.73,139.5,107.6,18.34
451,Anori,41,BR,1579151627,94,-3.77,-61.64,73.13,0.83
452,Geraldton,75,AU,1579151628,65,-28.77,114.6,82.4,13.87
453,Tortoli,40,IT,1579151628,75,39.93,9.66,46.4,4.7
454,Singaraja,0,ID,1579151628,67,-8.11,115.09,85.3,7.54
455,Najran,5,SA,1579151628,56,17.49,44.13,42.8,2.42
456,Weinan,75,CN,1579151628,52,34.5,109.51,44.01,2.91
457,Sohag,0,EG,1579151628,47,26.56,31.69,57.2,10.29
458,Port Augusta,0,AU,1579151629,41,-32.5,137.77,82.99,21.92
459,Nadym,100,RU,1579151629,93,65.53,72.52,9.91,17.83
460,Beringovskiy,100,RU,1579151629,96,63.05,179.32,31.23,30.69
461,Santa Flavia,0,IT,1579151629,87,38.09,13.54,48.99,3.36
462,Verkhniy Ufaley,100,RU,1579151629,91,56.06,60.23,21.88,16.93
463,Tura,0,IN,1579151629,43,25.52,90.22,79.29,3.0
464,Lowestoft,94,GB,1579151629,93,52.48,1.75,46.0,9.17
465,Ossora,100,RU,1579151630,75,59.24,163.07,14.99,6.11
466,Ponta Delgada,40,PT,1579151423,77,37.73,-25.67,59.0,16.11
467,Belmonte,20,BR,1579151630,88,-15.86,-38.88,75.2,2.24
468,Mildura,0,AU,1579151525,22,-34.2,142.15,82.99,17.22
469,Abapo,86,BO,1579151630,86,-18.83,-63.47,68.74,1.92
470,Ocos,5,GT,1579151630,100,14.51,-92.19,73.4,5.06
471,Aksu,82,CN,1579151630,69,41.12,80.26,30.07,0.72
472,Baharly,100,TM,1579151630,48,38.44,57.43,43.2,2.55
473,Departamento de Maldonado,75,UY,1579151631,59,-34.67,-54.92,64.4,24.16
474,Roald,89,NO,1579151631,81,62.58,6.13,45.0,31.09
475,Jinxiang,2,CN,1579151631,71,22.86,115.7,70.0,7.4
476,Lac du Bonnet,100,CA,1579151631,83,50.25,-96.06,-16.01,4.0
477,Viedma,0,AR,1579151421,48,-40.81,-63.0,51.8,7.11
478,Kawalu,74,ID,1579151631,69,-7.38,108.21,82.62,5.28
479,Launceston,90,AU,1579151595,62,-41.45,147.17,64.0,26.4
480,Quatre Cocos,40,MU,1579151632,88,-20.21,57.76,82.4,12.75
481,Sol'-Iletsk,100,RU,1579151632,92,51.16,54.99,20.17,17.87
482,Moose Factory,75,CA,1579151632,69,51.26,-80.61,-9.4,5.82
483,Brigantine,90,US,1579151632,87,39.41,-74.36,51.01,8.05
484,Puerto Escondido,5,MX,1579151632,83,15.85,-97.07,78.8,3.36
485,Esperance,90,AU,1579151632,60,-33.87,121.9,73.4,10.29
486,Gushikawa,75,JP,1579151632,69,26.35,127.87,77.0,18.34
487,Angoche,100,MZ,1579151633,86,-16.23,39.91,79.3,5.17
488,Bukachacha,74,RU,1579151633,83,52.98,116.92,-1.35,3.24
489,Uwajima,75,JP,1579151633,57,33.22,132.56,48.2,3.36
490,Nanakuli,90,US,1579151633,83,21.39,-158.15,77.0,3.36
491,San Bartolome de Tirajana,3,ES,1579151633,44,27.92,-15.57,62.01,3.36
492,Ushumun,5,RU,1579151633,91,52.78,126.53,-3.66,6.93
493,Kiryat Gat,75,IL,1579151581,39,31.61,34.76,62.6,11.41
494,Ust-Nera,99,RU,1579151634,100,64.57,143.2,-41.84,2.21
495,Rypefjord,75,NO,1579151634,79,70.63,23.67,24.8,27.51
496,Sao Miguel do Araguaia,49,BR,1579151634,82,-13.28,-50.16,75.22,2.86
497,Uribia,38,CO,1579151634,78,11.71,-72.27,78.21,14.27
498,Dicabisagan,82,PH,1579151634,72,17.08,122.42,79.65,10.04
499,Timra,35,SE,1579151634,92,62.49,17.33,30.99,2.24
500,Topolobampo,75,MX,1579151634,77,25.6,-109.05,62.6,7.78
501,Hambantota,20,LK,1579151634,70,6.12,81.12,84.2,9.17
502,Bam,0,IR,1579151635,34,29.11,58.36,46.06,3.2
503,Kungurtug,88,RU,1579151635,77,50.6,97.52,5.58,2.15
504,Okhotsk,92,RU,1579151635,72,59.38,143.3,-9.53,10.69
505,Whitecourt,20,CA,1579151635,73,54.15,-115.69,-29.2,2.24
506,Senneterre,90,CA,1579151635,92,48.38,-77.23,17.6,6.93
507,Poum,11,NC,1579151635,76,-20.23,164.02,79.92,13.29
508,Soyo,99,AO,1579151636,88,-6.13,12.37,78.85,6.35
509,Touros,20,BR,1579151636,88,-5.2,-35.46,77.0,3.36
510,Zhezkazgan,90,KZ,1579151636,92,47.8,67.71,6.8,8.95
511,Haimen,75,CN,1579151636,68,23.19,116.61,66.2,2.24
512,Port Hardy,90,CA,1579151471,73,50.7,-127.42,26.6,29.97
513,Egvekinot,100,RU,1579151636,96,66.32,-179.17,20.14,11.34
514,Ukiah,90,US,1579151636,87,39.15,-123.21,51.01,12.75
515,Jangaon,17,IN,1579151636,54,17.72,79.18,76.86,13.51
516,Biscarrosse,6,FR,1579151637,93,44.39,-1.17,46.4,2.24
517,Batagay-Alyta,0,RU,1579151637,78,67.8,130.41,-19.43,2.68
518,Say,0,NE,1579151637,22,13.1,2.37,69.8,8.05
519,Victor Harbor,75,AU,1579151637,35,-35.57,138.62,73.4,17.22
520,Barra de Tecoanapa,3,MX,1579151637,81,16.52,-98.75,74.84,3.65
521,Oranjestad,20,AW,1579151637,78,12.52,-70.03,80.6,16.11
522,Saryozek,100,KZ,1579151637,89,44.36,77.98,22.28,4.03
523,Brazzaville,20,CG,1579151638,94,-4.27,15.28,77.0,3.36
524,Terra Santa,36,BR,1579151638,98,-2.1,-56.49,72.82,1.92
525,Deputatsky,40,RU,1579151638,93,69.3,139.9,-24.03,5.5
526,Cape Coast,0,GH,1579151638,86,5.11,-1.25,81.18,11.54
527,Kruisfontein,82,ZA,1579151638,68,-34.0,24.73,76.33,2.04
528,Makakilo City,90,US,1579151638,83,21.35,-158.09,77.0,3.36
529,Kloulklubed,75,PW,1579151638,62,7.04,134.26,86.0,13.87
530,Zaysan,100,KZ,1579151638,91,47.47,84.87,18.7,4.32
531,Salina,1,US,1579151526,62,38.84,-97.61,19.99,13.87
532,Zhangjiakou,98,CN,1579151639,65,40.81,114.88,15.4,3.36
533,Gornyy,100,RU,1579151639,90,55.12,83.91,18.57,15.86
534,Sinnai,20,IT,1579151544,88,39.3,9.2,53.6,3.36
535,Batemans Bay,96,AU,1579151639,90,-35.72,150.18,70.0,1.99
536,Chara,100,RU,1579151639,83,56.91,118.26,-4.02,0.69
537,Tommot,100,RU,1579151639,92,58.96,126.29,6.44,8.52
538,Heishan,0,CN,1579151640,43,41.69,122.11,22.64,3.22
539,Pyu,0,MM,1579151640,27,18.48,96.43,87.96,4.5
540,Saint-Pierre,27,RE,1579151640,66,-21.34,55.48,86.0,5.82
541,Mexico,75,PH,1579151640,55,15.06,120.72,88.0,11.41
542,College,1,US,1579151640,76,64.86,-147.8,-2.2,6.93
543,Rodolfo Sanchez Taboada,72,MX,1579151640,87,31.72,-116.57,51.66,2.19
544,Palmer,1,US,1579151640,92,42.16,-72.33,34.0,2.24
545,Trinidad,18,BO,1579151640,96,-14.83,-64.9,74.01,3.47
546,Ubari,0,LY,1579151641,90,26.59,12.78,43.61,8.61
547,Corrente,90,BR,1579151641,99,-3.74,-43.34,72.36,2.06
548,Clarksdale,100,US,1579151641,100,34.2,-90.57,66.2,12.75
549,Yabrud,75,SY,1579151641,86,33.97,36.66,46.99,4.7
550,Iskateley,100,RU,1579151641,96,67.68,53.15,24.04,11.81
551,Novo Aripuana,1,BR,1579151641,97,-5.12,-60.38,72.64,0.6
552,Pangody,100,RU,1579151641,93,65.85,74.49,5.2,18.99
553,Tonstad,75,NO,1579151642,81,58.66,6.72,46.4,13.87
